id,Relaxation,safety,Familiarity,Crowding,Stayability,Stress Perception
54992,5,2,2,3,4,2.8
54993,4,2,3,4,5,2.8
54994,5,2,3,4,4,2.8
54995,5,2,2,4,4,3
54996,4,2,3,4,4,3
54997,4,2,4,4,5,2.6
54998,4,2,3,4,5,2.8
54999,4,2,3,3,5,2.6
55000,4,2,3,4,5,2.8
55001,4,3,3,4,5,2.6
55002,3,3,4,4,5,2.6
55003,4,2,3,3,4,2.8
55004,4,1,3,3,5,2.8
55005,4,2,3,3,5,2.6
55006,4,2,3,2,4,2.6
55007,4,2,3,3,4,2.8
55008,4,2,2,2,3,3
55009,3,2,2,2,3,3.2
55010,4,2,3,3,4,2.8
55011,4,3,3,3,4,2.6
55012,4,2,3,3,4,2.8
55013,4,2,3,3,4,2.8
55014,4,1,3,3,4,3
55015,4,1,3,2,3,3
55016,3,2,2,2,2,3.4
55017,4,2,3,3,4,2.8
55018,4,4,4,4,4,2.4
55019,4,3,3,3,4,2.6
55020,4,2,3,3,4,2.8
55021,3,2,2,2,3,3.2
55022,4,1,2,2,3,3.2
55023,4,1,2,2,3,3.2
55024,4,1,2,2,2,3.4
55025,4,1,2,2,3,3.2
55026,4,2,3,3,4,2.8
55027,4,1,3,2,3,3
55028,2,1,2,2,2,3.8
55029,4,1,2,2,3,3.2
55030,4,1,2,2,3,3.2
55031,4,1,2,2,3,3.2
55032,4,1,2,2,3,3.2
55033,4,1,3,2,4,2.8
55034,4,2,3,2,3,2.8
55035,3,1,2,2,3,3.4
55036,4,2,3,3,4,2.8
55037,4,2,3,3,4,2.8
55038,4,2,3,3,4,2.8
55039,4,2,3,3,3,3
55040,4,1,3,3,4,3
55041,4,2,3,4,5,2.8
55042,3,1,2,3,2,3.8
55043,2,1,2,3,2,4
55044,3,2,3,3,4,3
55045,3,2,3,3,4,3
55046,4,2,3,3,4,2.8
55047,4,2,3,4,5,2.8
55048,4,2,3,3,5,2.6
55049,4,2,3,3,4,2.8
55050,4,2,3,3,4,2.8
55051,3,1,2,3,2,3.8
55052,3,1,2,2,2,3.6
55053,4,1,2,2,3,3.2
55054,3,1,2,2,2,3.6
55055,3,1,2,2,2,3.6
55056,4,1,2,2,2,3.4
55057,4,2,2,2,3,3
55058,4,1,2,2,3,3.2
55059,4,1,2,2,3,3.2
55060,4,1,2,2,3,3.2
55061,4,1,2,2,3,3.2
55062,4,1,2,2,3,3.2
55063,3,1,2,2,3,3.4
55064,2,1,2,4,2,4.2
55065,2,1,2,4,2,4.2
55066,3,2,3,2,3,3
55067,4,1,2,2,3,3.2
55068,4,1,2,2,3,3.2
55069,4,1,2,2,3,3.2
55070,4,1,2,2,3,3.2
55071,4,1,2,2,3,3.2
55072,4,1,2,2,2,3.4
55073,2,2,3,2,2,3.4
55074,3,1,2,2,2,3.6
55075,3,1,2,3,2,3.8
55076,3,1,2,3,2,3.8
55077,3,1,2,2,1,3.8
55078,4,2,2,3,1,3.6
55079,4,2,2,3,5,2.8
55080,4,2,3,3,5,2.6
55081,4,1,2,2,1,3.6
55082,4,1,2,2,5,2.8
55083,3,2,2,3,2,3.6
55084,2,1,1,3,1,4.4
55085,2,1,1,3,1,4.4
55086,2,2,2,2,2,3.6
55087,2,2,3,3,2,3.6
55088,2,2,2,2,2,3.6
55089,2,1,1,2,1,4.2
55090,2,1,2,2,1,4
55091,2,1,2,1,1,3.8
55092,2,1,2,3,2,4
55093,2,1,1,3,2,4.2
55094,3,2,2,2,2,3.4
55095,3,1,2,2,2,3.6
55096,5,2,1,3,5,2.8
55097,4,1,2,3,1,3.8
55098,3,2,2,4,3,3.6
55099,2,1,1,2,1,4.2
55100,2,1,1,3,1,4.4
55101,3,2,1,3,2,3.8
55102,3,1,2,2,2,3.6
55103,2,1,2,4,1,4.4
55104,2,1,2,1,1,3.8
55105,2,1,2,2,1,4
55106,2,1,1,3,2,4.2
55107,2,1,1,3,2,4.2
55108,2,3,3,3,2,3.4
55109,3,3,3,3,4,2.8
55110,3,3,3,4,4,3
55111,3,3,3,4,4,3
55112,3,2,2,2,3,3.2
55113,3,2,1,4,3,3.8
55114,3,2,1,4,3,3.8
55115,1,1,1,4,2,4.6
55116,4,2,2,3,4,3
55117,4,3,3,3,4,2.6
55118,4,1,2,2,3,3.2
55119,4,1,2,3,2,3.6
55120,3,1,2,3,2,3.8
55121,2,1,1,3,1,4.4
55122,2,2,2,3,2,3.8
55123,4,4,4,4,4,2.4
55124,3,3,3,4,3,3.2
55125,3,3,3,3,3,3
55126,4,3,3,3,5,2.4
55127,2,2,2,2,2,3.6
55128,2,2,1,3,2,4
55129,2,2,2,2,2,3.6
55130,2,2,2,2,2,3.6
55131,2,2,2,3,2,3.8
55132,2,2,2,2,2,3.6
55133,2,2,2,2,2,3.6
55134,2,1,2,2,1,4
55135,4,2,3,3,4,2.8
55136,4,3,3,3,3,2.8
55137,3,3,3,3,4,2.8
55138,3,3,3,3,4,2.8
55139,3,3,2,3,3,3.2
55140,3,3,3,3,3,3
55141,3,3,3,3,4,2.8
55142,4,2,3,3,4,2.8
55143,2,2,2,4,3,3.8
55144,3,2,2,2,2,3.4
55145,4,1,2,2,2,3.4
55146,4,1,2,2,2,3.4
55147,4,2,2,2,3,3
55148,2,2,3,3,2,3.6
55149,4,2,2,3,4,3
55150,4,3,3,2,4,2.4
55151,2,1,1,3,2,4.2
55152,2,1,1,2,1,4.2
55153,2,1,2,2,1,4
55154,5,3,3,4,5,2.4
55157,3,1,1,3,3,3.8
55158,3,1,2,3,2,3.8
55159,4,1,2,3,4,3.2
55160,3,2,1,4,2,4
55161,3,3,3,3,4,2.8
55162,2,1,2,2,1,4
55163,2,1,2,2,1,4
55164,2,1,1,3,1,4.4
55165,2,1,1,3,1,4.4
55166,2,2,1,4,1,4.4
55167,1,2,4,3,3,3.4
55168,2,1,1,3,2,4.2
55169,2,1,1,3,1,4.4
55170,1,2,1,5,2,4.6
55171,2,1,2,4,1,4.4
55172,2,1,2,2,2,3.8
55173,2,3,4,5,1,3.8
55174,1,2,2,5,1,4.6
55175,3,2,4,3,4,2.8
55176,2,1,3,3,1,4
55177,2,1,2,2,1,4
55178,2,1,2,3,1,4.2
55179,2,1,3,3,2,3.8
55180,2,1,1,3,1,4.4
55181,2,1,1,3,1,4.4
55182,2,1,1,3,1,4.4
55183,4,3,3,3,4,2.6
55184,3,2,2,4,4,3.4
55185,3,2,4,3,3,3
55186,4,1,2,3,1,3.8
55187,3,1,2,2,2,3.6
55188,2,2,3,3,2,3.6
55189,2,1,1,3,1,4.4
55190,2,1,1,3,1,4.4
55191,1,2,2,3,3,3.8
55192,2,1,1,3,1,4.4
55193,2,1,2,2,1,4
55194,4,1,2,3,1,3.8
55195,4,1,2,3,4,3.2
55196,5,2,4,3,5,2.2
55197,5,1,3,3,5,2.6
55198,4,3,3,4,5,2.6
55199,4,1,3,2,4,2.8
55200,4,2,3,3,5,2.6
55201,4,2,3,3,4,2.8
55202,3,3,3,3,4,2.8
55203,3,3,4,3,4,2.6
55204,3,3,4,4,3,3
55205,3,3,4,4,3,3
55206,2,2,2,3,2,3.8
55207,3,3,4,4,3,3
55208,3,4,4,3,4,2.4
55209,3,3,3,4,4,3
55210,3,4,4,4,4,2.6
55211,3,3,3,4,4,3
55212,4,3,3,3,4,2.6
55213,3,3,3,3,4,2.8
55214,4,3,3,3,4,2.6
55215,3,3,3,3,4,2.8
55216,3,3,3,4,3,3.2
55217,3,3,3,3,3,3
55218,2,3,3,4,3,3.4
55219,3,3,3,3,3,3
55220,3,3,3,4,4,3
55221,3,2,3,3,4,3
55222,3,3,3,3,3,3
55223,3,3,3,3,4,2.8
55224,3,3,3,3,4,2.8
55225,3,3,3,3,3,3
55226,3,3,3,3,4,2.8
55227,2,1,2,2,1,4
55228,2,1,2,2,1,4
55229,2,1,2,2,2,3.8
55230,2,2,3,3,2,3.6
55231,2,1,3,3,2,3.8
55232,2,2,3,3,2,3.6
55233,2,2,1,4,2,4.2
55234,2,3,3,5,2,3.8
55235,2,1,1,4,1,4.6
55236,2,2,2,4,2,4
55237,3,3,3,4,3,3.2
55238,2,2,2,3,2,3.8
55239,4,3,3,3,4,2.6
55245,3,3,3,3,4,2.8
55246,3,3,4,3,4,2.6
55247,3,3,3,3,4,2.8
55248,3,3,3,3,3,3
55249,2,3,2,3,3,3.4
55250,3,3,3,3,3,3
55251,2,1,2,2,2,3.8
55252,3,3,3,3,3,3
55253,2,2,3,3,2,3.6
55254,2,1,3,4,2,4
55255,2,1,1,2,2,4
55256,2,3,3,3,1,3.6
55257,2,1,2,2,1,4
55258,2,2,3,3,1,3.8
55259,3,3,2,4,2,3.6
55260,3,3,3,4,3,3.2
55261,3,3,3,3,3,3
55262,3,3,3,4,4,3
55263,3,3,2,4,3,3.4
55264,3,3,2,4,3,3.4
55265,3,4,2,4,3,3.2
55266,3,2,2,4,3,3.6
55267,3,2,2,4,3,3.6
55268,2,1,1,2,1,4.2
55269,2,1,1,2,2,4
55270,2,1,2,3,2,4
55271,3,2,2,4,2,3.8
55272,2,2,3,4,1,4
55273,2,2,3,4,1,4
55274,3,3,3,4,4,3
55275,3,3,3,3,3,3
55276,3,3,3,4,4,3
55277,3,3,3,4,4,3
55278,3,3,3,3,4,2.8
55279,3,2,2,3,3,3.4
55280,4,4,3,3,4,2.4
55281,4,3,3,3,4,2.6
55282,3,3,3,3,4,2.8
55283,4,3,3,3,4,2.6
55284,3,3,3,2,4,2.6
55285,2,2,2,4,2,4
55286,3,3,2,4,3,3.4
55287,3,3,3,4,4,3
55288,4,3,3,3,3,2.8
55289,3,3,3,3,3,3
55290,4,4,3,4,4,2.6
55291,4,3,3,4,4,2.8
55292,3,2,2,4,3,3.6
55293,2,1,1,4,1,4.6
55294,2,1,2,5,2,4.4
55295,1,1,1,4,1,4.8
55296,1,1,1,4,1,4.8
55297,2,1,1,4,1,4.6
55298,1,1,1,4,1,4.8
55299,3,2,2,2,3,3.2
55300,1,1,1,4,1,4.8
55301,2,2,3,4,2,3.8
55302,4,4,3,3,5,2.2
55303,2,2,1,4,2,4.2
55304,3,2,2,2,2,3.4
55305,2,1,2,2,2,3.8
55306,3,2,2,2,2,3.4
55307,3,2,2,3,3,3.4
55308,3,2,2,2,2,3.4
55309,3,2,2,2,2,3.4
55310,2,2,2,2,2,3.6
55311,4,3,3,3,4,2.6
55312,3,4,4,3,4,2.4
55313,4,4,4,4,4,2.4
55314,3,4,3,4,4,2.8
55315,3,4,4,4,4,2.6
55316,3,3,3,4,3,3.2
55317,2,2,3,4,2,3.8
55318,2,2,3,3,3,3.4
55319,2,2,2,4,3,3.8
55320,3,3,2,3,3,3.2
55321,3,4,4,4,4,2.6
55322,4,4,3,4,4,2.6
55323,4,4,4,4,5,2.2
55324,3,3,3,3,4,2.8
55325,4,4,4,4,4,2.4
55326,3,4,3,3,4,2.6
55327,4,3,3,3,5,2.4
55328,4,3,3,4,3,3
55329,2,2,3,3,2,3.6
55330,2,3,3,4,3,3.4
55331,3,3,3,4,3,3.2
55332,3,3,3,4,3,3.2
55333,2,2,2,4,2,4
55334,4,4,3,3,4,2.4
55335,2,3,3,3,3,3.2
55336,2,2,3,3,3,3.4
55337,2,2,3,4,3,3.6
55338,2,3,3,4,3,3.4
55339,2,2,3,4,3,3.6
55340,2,2,2,4,2,4
55341,3,3,3,4,3,3.2
55342,3,3,3,3,3,3
55343,3,3,3,3,4,2.8
55344,3,3,3,3,4,2.8
55345,3,4,3,4,4,2.8
55346,3,4,2,4,3,3.2
55347,3,3,2,4,3,3.4
55348,3,3,2,4,3,3.4
55349,3,4,3,4,4,2.8
55350,3,4,3,4,4,2.8
55351,4,3,4,3,4,2.4
55352,3,1,2,3,2,3.8
55353,2,1,1,3,2,4.2
55354,3,1,2,3,2,3.8
55355,3,1,2,2,2,3.6
55356,3,1,2,2,2,3.6
55357,3,1,2,3,2,3.8
55358,3,1,1,3,2,4
55359,3,2,2,3,3,3.4
55360,3,2,2,3,3,3.4
55361,3,1,1,3,3,3.8
55362,3,1,2,3,3,3.6
55363,3,2,2,3,3,3.4
55364,3,1,2,3,3,3.6
55365,4,2,3,3,4,2.8
55366,4,2,2,3,3,3.2
55367,4,1,2,2,3,3.2
55368,3,2,2,2,2,3.4
55369,3,2,2,2,2,3.4
55370,2,2,2,2,2,3.6
55371,4,3,3,3,4,2.6
55372,4,3,4,3,4,2.4
55373,4,3,3,3,4,2.6
55374,4,3,3,3,4,2.6
55375,3,2,2,4,2,3.8
55376,4,3,3,4,4,2.8
55377,4,3,3,4,5,2.6
55378,4,4,4,3,4,2.2
55379,3,4,4,3,4,2.4
55380,4,4,3,3,4,2.4
55381,3,3,3,3,3,3
55382,3,3,3,3,4,2.8
55383,3,3,1,4,3,3.6
55384,5,1,1,3,4,3.2
55385,2,2,2,4,2,4
55386,3,1,1,5,3,4.2
55387,3,1,1,5,3,4.2
55391,2,2,1,4,1,4.4
55392,2,2,3,4,3,3.6
55393,3,3,3,3,4,2.8
55394,3,2,3,3,4,3
55395,3,2,2,3,4,3.2
55396,3,2,3,3,3,3.2
55397,3,2,3,3,4,3
55398,3,3,3,3,3,3
55399,3,3,3,3,3,3
55400,2,3,3,3,3,3.2
55401,2,2,2,3,3,3.6
55402,2,2,3,3,3,3.4
55403,3,3,2,3,3,3.2
55404,3,3,2,3,3,3.2
55405,2,3,3,4,3,3.4
55406,3,3,3,3,3,3
55407,3,2,2,3,3,3.4
55408,3,3,3,3,4,2.8
55409,3,3,3,3,3,3
55410,3,3,3,3,3,3
55411,3,3,3,3,3,3
55412,3,3,3,3,3,3
55413,2,3,3,3,3,3.2
55414,2,3,3,3,3,3.2
55415,2,2,3,3,2,3.6
55416,2,2,2,3,2,3.8
55417,2,2,2,3,3,3.6
55418,3,3,2,3,3,3.2
55419,3,3,2,3,3,3.2
55420,3,2,2,3,3,3.4
55421,2,2,2,2,2,3.6
55422,3,3,3,3,4,2.8
55423,3,3,3,2,4,2.6
55424,3,3,3,2,4,2.6
55425,3,2,2,3,3,3.4
55426,3,2,2,3,2,3.6
55427,3,2,3,3,3,3.2
55428,3,2,2,2,2,3.4
55429,3,2,3,2,3,3
55430,3,3,3,3,3,3
55431,3,3,3,3,3,3
55432,3,3,2,3,3,3.2
55433,3,2,2,2,2,3.4
55434,3,2,2,2,2,3.4
55435,3,2,2,2,2,3.4
55436,3,2,2,2,2,3.4
55437,3,2,2,2,2,3.4
55438,3,2,2,2,3,3.2
55439,4,3,3,3,4,2.6
55440,3,3,3,3,3,3
55441,3,3,3,3,4,2.8
55442,3,2,3,3,4,3
55443,3,3,3,2,4,2.6
55444,3,3,3,2,4,2.6
55445,3,3,3,2,4,2.6
55446,3,3,3,2,3,2.8
55447,3,3,3,3,4,2.8
55448,3,2,3,3,3,3.2
55449,3,3,3,2,3,2.8
55450,3,3,3,3,4,2.8
55451,3,3,3,3,4,2.8
55452,3,3,3,3,3,3
55453,3,3,3,3,4,2.8
55454,2,3,3,3,3,3.2
55455,3,3,3,3,4,2.8
55456,3,3,4,3,4,2.6
55457,2,3,3,3,2,3.4
55458,3,3,3,3,3,3
55459,2,3,3,4,3,3.4
55460,2,3,3,4,3,3.4
55461,3,3,3,4,3,3.2
55462,3,3,3,4,3,3.2
55463,2,3,3,4,3,3.4
55464,4,3,3,3,4,2.6
55465,4,4,4,3,4,2.2
55466,4,3,4,3,4,2.4
55467,4,3,3,3,4,2.6
55468,4,4,3,3,4,2.4
55469,3,3,3,2,3,2.8
55470,2,1,1,4,1,4.6
55471,2,2,2,4,2,4
55472,2,1,1,4,2,4.4
55473,2,2,3,4,2,3.8
55474,2,3,3,4,3,3.4
55475,2,2,2,4,2,4
55476,2,3,3,3,3,3.2
55477,3,3,3,3,3,3
55478,3,3,3,3,3,3
55479,4,3,3,3,4,2.6
55480,3,3,3,3,4,2.8
55481,4,3,3,3,4,2.6
55482,3,3,3,3,3,3
55483,2,3,3,4,2,3.6
55484,2,2,2,4,2,4
55485,4,4,3,4,5,2.4
55486,3,4,4,4,4,2.6
55487,2,3,3,4,3,3.4
55488,3,3,3,3,3,3
55502,2,2,2,3,3,3.6
55503,3,3,2,3,3,3.2
55504,4,3,3,3,4,2.6
55505,4,3,3,3,4,2.6
55506,4,3,3,3,4,2.6
55507,3,3,3,3,3,3
55508,3,3,3,3,4,2.8
55509,3,3,3,3,4,2.8
55510,3,3,3,3,3,3
55511,2,3,3,3,3,3.2
55512,3,3,3,4,3,3.2
55513,2,2,2,4,2,4
55514,2,2,2,4,2,4
55515,2,2,2,5,2,4.2
55516,2,2,2,5,2,4.2
55517,2,2,3,4,2,3.8
55518,2,2,2,4,2,4
55519,2,2,2,4,2,4
55520,2,3,2,4,2,3.8
55521,2,4,3,4,3,3.2
55522,2,2,2,4,2,4
55523,2,2,3,5,1,4.2
55524,2,2,1,4,1,4.4
55525,2,2,3,4,3,3.6
55528,2,2,2,4,2,4
55529,2,2,2,3,2,3.8
55531,2,2,1,3,2,4
55532,2,2,2,4,2,4
55533,2,1,1,4,2,4.4
55534,2,2,2,4,2,4
55536,4,3,3,3,4,2.6
55537,3,3,3,4,3,3.2
55538,3,3,3,3,4,2.8
55539,3,3,3,3,4,2.8
55540,3,3,3,3,4,2.8
55541,2,2,2,4,2,4
55542,2,2,2,3,2,3.8
55543,1,1,2,4,2,4.4
55544,2,2,2,5,2,4.2
55545,2,2,3,4,2,3.8
55546,3,4,3,4,4,2.8
55547,2,2,2,5,2,4.2
55548,2,3,4,4,2,3.4
55549,3,3,3,3,4,2.8
55550,3,4,4,4,4,2.6
55551,2,2,2,4,2,4
55552,3,3,2,3,4,3
55553,3,4,4,3,4,2.4
55554,3,4,4,3,4,2.4
55555,3,3,3,3,4,2.8
55556,2,2,3,3,3,3.4
55557,3,3,3,3,4,2.8
55558,3,3,3,3,3,3
55559,3,3,3,4,3,3.2
55560,2,2,2,4,2,4
55561,2,2,3,4,3,3.6
55562,2,2,2,3,2,3.8
55563,1,1,2,5,2,4.6
55564,2,1,1,5,2,4.6
55565,2,1,3,5,2,4.2
55566,2,3,3,5,2,3.8
55567,3,3,4,4,4,2.8
55568,2,3,4,4,2,3.4
55569,3,4,4,4,4,2.6
55570,3,3,4,4,4,2.8
55571,2,3,3,4,3,3.4
55572,4,4,4,3,5,2
55573,4,4,4,3,5,2
55574,4,4,4,3,4,2.2
55575,4,4,4,3,4,2.2
55576,2,2,3,3,2,3.6
55577,2,3,3,2,3,3
55578,2,3,3,3,3,3.2
55579,2,3,3,4,2,3.6
55580,3,3,3,4,3,3.2
55581,3,3,4,4,4,2.8
55582,2,3,3,4,3,3.4
55583,3,3,4,4,4,2.8
55584,3,4,3,3,4,2.6
55585,3,3,3,4,4,3
55586,3,5,3,4,2,3
55587,2,3,2,3,3,3.4
55588,3,3,3,4,3,3.2
55589,2,3,3,4,3,3.4
55590,2,3,3,3,3,3.2
55591,2,3,3,3,3,3.2
55592,2,2,2,5,2,4.2
55593,2,2,3,4,2,3.8
55594,2,2,3,4,2,3.8
55595,3,2,2,4,2,3.8
55596,4,3,2,4,4,3
55597,3,4,2,4,4,3
55598,3,3,2,4,5,3
55599,3,3,3,4,4,3
55600,2,3,3,5,3,3.6
55601,2,3,3,4,3,3.4
55602,2,2,2,5,2,4.2
55603,3,4,4,3,4,2.4
55604,3,3,4,4,3,3
55605,3,4,4,4,4,2.6
55606,4,4,4,4,4,2.4
55607,3,4,4,4,4,2.6
55608,4,4,4,4,4,2.4
55609,3,3,4,4,3,3
55610,2,3,3,4,2,3.6
55611,2,3,3,4,2,3.6
55612,2,3,3,4,3,3.4
55613,2,3,3,5,2,3.8
55614,2,3,3,4,2,3.6
55615,3,4,3,4,4,2.8
55616,3,4,4,4,3,2.8
55617,3,3,4,4,4,2.8
55618,3,4,4,4,3,2.8
55619,3,4,3,4,3,3
55620,2,3,3,4,2,3.6
55621,2,3,3,5,2,3.8
55622,2,3,2,4,2,3.8
55623,2,3,2,4,3,3.6
55624,2,3,2,5,1,4.2
55625,2,3,2,4,3,3.6
55626,3,3,3,3,3,3
55627,2,3,3,4,2,3.6
55628,3,4,4,4,4,2.6
55629,4,4,3,4,4,2.6
55630,3,3,3,3,4,2.8
55631,2,2,2,5,2,4.2
55632,1,2,2,5,1,4.6
55633,2,2,2,5,2,4.2
55634,2,3,3,4,2,3.6
55635,2,3,3,4,2,3.6
55636,2,3,3,4,2,3.6
55637,3,4,3,3,4,2.6
55638,3,4,3,4,4,2.8
55639,3,4,4,4,3,2.8
55640,3,3,3,4,3,3.2
55641,3,4,4,4,4,2.6
55642,2,3,3,4,3,3.4
55643,3,4,3,4,4,2.8
55644,3,4,3,4,4,2.8
55645,3,4,3,4,4,2.8
55646,3,3,3,3,3,3
55647,3,4,3,3,4,2.6
55648,3,3,3,3,4,2.8
55649,2,3,3,4,2,3.6
55650,3,3,4,3,4,2.6
55651,3,3,4,3,4,2.6
55652,3,4,3,4,3,3
55653,3,3,3,3,4,2.8
55654,3,4,3,4,4,2.8
55655,3,4,4,4,3,2.8
55656,2,2,2,5,2,4.2
55657,3,3,3,5,2,3.6
55658,2,2,2,4,2,4
55659,2,3,3,3,3,3.2
55660,3,3,4,4,2,3.2
55661,4,3,4,4,5,2.4
55662,2,4,3,4,3,3.2
55663,3,3,3,4,3,3.2
55664,3,3,4,4,4,2.8
55665,4,4,4,4,4,2.4
55666,3,4,2,4,3,3.2
55667,3,4,3,4,3,3
55668,4,4,3,4,4,2.6
55669,4,3,3,4,5,2.6
55670,3,4,3,4,4,2.8
55671,2,3,3,5,3,3.6
55672,3,4,4,3,4,2.4
55673,3,3,4,4,2,3.2
55674,3,3,3,3,3,3
55675,3,3,3,3,3,3
55676,2,3,3,3,3,3.2
55677,2,3,3,4,3,3.4
55678,2,3,3,4,3,3.4
55679,2,3,3,4,3,3.4
55680,2,3,3,4,3,3.4
55681,4,3,3,3,4,2.6
55682,3,3,4,4,4,2.8
55683,3,3,3,3,4,2.8
55684,3,3,3,3,3,3
55685,2,3,3,4,2,3.6
55686,2,3,3,4,3,3.4
55687,2,3,3,4,2,3.6
55688,3,4,4,4,4,2.6
55689,3,3,4,4,3,3
55690,2,3,3,5,2,3.8
55691,2,3,3,5,2,3.8
55692,3,3,3,5,4,3.2
55693,2,3,3,5,2,3.8
55694,2,3,3,4,3,3.4
55695,3,3,3,3,4,2.8
55696,3,4,4,3,4,2.4
55697,3,2,3,3,4,3
55698,3,2,3,3,4,3
55699,4,3,3,3,4,2.6
55706,4,2,3,2,4,2.6
55707,4,1,3,2,4,2.8
55708,4,2,3,2,4,2.6
55709,3,2,3,3,3,3.2
55710,3,4,4,3,4,2.4
55711,3,2,2,2,3,3.2
55712,3,4,4,4,3,2.8
55713,3,4,4,3,4,2.4
55714,3,4,4,4,4,2.6
55715,4,4,4,4,5,2.2
55716,3,2,3,4,2,3.6
55717,2,3,3,4,3,3.4
55718,3,3,3,4,4,3
55719,3,4,4,4,4,2.6
55720,4,3,3,3,4,2.6
55721,4,4,4,3,4,2.2
55722,3,4,4,3,4,2.4
55723,4,4,4,3,4,2.2
55724,3,4,4,3,4,2.4
55725,3,4,4,3,4,2.4
55726,3,4,4,4,4,2.6
55727,4,4,4,3,4,2.2
55728,3,4,4,3,4,2.4
55729,4,4,4,3,4,2.2
55730,3,4,4,3,4,2.4
55731,3,3,3,4,2,3.4
55732,2,2,3,5,2,4
55733,2,3,3,5,2,3.8
55734,2,3,3,5,2,3.8
55735,3,4,4,3,4,2.4
55736,2,2,3,3,3,3.4
55739,2,2,3,3,3,3.4
55740,2,2,3,3,3,3.4
55741,3,3,4,4,4,2.8
55742,3,4,3,4,4,2.8
55743,3,4,4,4,4,2.6
55744,3,3,4,3,4,2.6
55748,4,4,4,3,4,2.2
55749,4,4,4,3,4,2.2
55750,4,4,4,3,4,2.2
55751,4,4,4,3,4,2.2
55752,3,3,3,3,4,2.8
55753,3,3,3,4,3,3.2
55754,3,4,4,4,4,2.6
55755,4,4,4,3,4,2.2
55756,3,4,4,3,4,2.4
55757,3,3,4,3,4,2.6
55759,3,4,4,3,4,2.4
55760,2,2,2,4,2,4
55761,3,3,4,3,3,2.8
55762,2,2,3,3,2,3.6
55763,2,1,3,3,3,3.6
55764,1,1,2,5,2,4.6
55765,1,1,2,5,2,4.6
55766,2,1,1,5,1,4.8
55767,3,3,3,4,3,3.2
55768,3,3,3,3,3,3
55769,3,3,3,3,3,3
55770,2,2,3,3,2,3.6
55771,2,2,3,4,2,3.8
55773,3,3,2,4,1,3.8
55780,2,1,1,4,1,4.6
55781,2,2,2,4,2,4
55782,2,2,3,3,2,3.6
55783,1,1,2,5,2,4.6
55784,2,1,2,3,2,4
55790,3,3,2,3,3,3.2
55791,3,3,2,3,4,3
55792,2,3,3,3,3,3.2
55793,3,2,2,3,2,3.6
55794,2,3,3,3,3,3.2
55795,2,3,3,3,3,3.2
55796,4,2,3,3,4,2.8
55797,4,2,3,3,4,2.8
55798,3,2,2,2,2,3.4
55799,3,2,2,2,2,3.4
55800,3,3,3,2,3,2.8
55801,2,3,3,3,3,3.2
55802,2,2,3,3,2,3.6
55803,3,2,2,3,3,3.4
55804,3,2,2,3,3,3.4
55805,3,3,3,3,3,3
55806,3,3,3,3,3,3
55807,3,3,3,3,3,3
55808,2,3,2,2,3,3.2
55809,2,3,2,2,2,3.4
55810,2,2,2,2,2,3.6
55811,2,2,2,3,2,3.8
55812,2,2,2,3,2,3.8
55813,3,2,2,3,2,3.6
55814,2,1,1,3,1,4.4
55815,3,2,2,3,3,3.4
55816,3,2,2,3,2,3.6
55817,2,2,2,2,2,3.6
55818,2,1,2,2,2,3.8
55819,2,2,3,4,1,4
55820,2,2,3,3,3,3.4
55821,3,2,2,3,3,3.4
55822,3,3,3,3,3,3
55823,4,3,3,3,4,2.6
55824,2,2,2,2,2,3.6
55825,3,2,3,3,3,3.2
55828,2,2,2,4,2,4
55829,2,2,3,4,2,3.8
55830,2,2,2,4,2,4
55831,2,2,3,4,2,3.8
55832,2,2,3,3,3,3.4
55833,2,2,3,3,1,3.8
55834,2,2,3,3,3,3.4
55835,3,3,3,3,3,3
55837,2,3,3,4,3,3.4
55838,2,2,3,3,3,3.4
55839,2,3,3,3,2,3.4
55840,4,2,3,3,4,2.8
55841,4,2,3,2,3,2.8
55842,4,2,3,3,4,2.8
55843,4,2,3,2,3,2.8
55844,4,2,3,3,4,2.8
55845,4,2,3,2,4,2.6
55846,4,3,2,2,3,2.8
55847,4,3,3,3,4,2.6
55848,4,3,3,3,4,2.6
55849,3,2,2,3,2,3.6
55850,3,2,2,3,3,3.4
55851,3,1,2,2,2,3.6
55852,2,1,2,2,2,3.8
55853,2,1,2,2,2,3.8
55854,3,1,2,3,2,3.8
55855,4,3,3,3,4,2.6
55857,3,2,2,3,3,3.4
55858,2,2,2,3,2,3.8
55859,3,3,4,4,4,2.8
55860,3,2,2,3,2,3.6
55861,3,2,3,3,4,3
55862,2,2,3,3,3,3.4
55863,2,2,3,3,2,3.6
55864,3,2,2,2,3,3.2
55865,4,3,2,3,3,3
55866,3,2,2,2,2,3.4
55867,2,2,2,2,2,3.6
55868,3,1,2,2,2,3.6
55869,3,1,2,3,2,3.8
55870,3,1,1,3,2,4
55873,4,2,3,3,4,2.8
55876,4,1,2,2,3,3.2
55878,4,1,2,2,2,3.4
55879,3,1,2,2,2,3.6
55880,4,1,2,3,2,3.6
55881,4,1,2,2,3,3.2
55883,5,1,2,3,1,3.6
55884,4,1,2,2,4,3
55885,4,1,2,2,1,3.6
55886,4,1,2,2,4,3
55887,4,2,2,3,4,3
55888,4,2,2,3,4,3
55889,3,1,2,2,2,3.6
55890,4,1,1,3,1,4
55891,4,1,2,3,2,3.6
55892,5,1,2,2,2,3.2
